Sexo;Sección;Edad (grupos quinquenales);Total
Ambos Sexos;0819601012;Total;1.927
Ambos Sexos;0819601013;Total;1.114
Ambos Sexos;0819601014;Total;2.796
Ambos Sexos;0819701001;Total;2.119
Ambos Sexos;0819701002;Total;2.187
Ambos Sexos;0819701003;Total;1.786
Ambos Sexos;0819702001;Total;1.851
Ambos Sexos;0819702002;Total;1.871
Ambos Sexos;0819702003;Total;1.319
Ambos Sexos;0819801001;Total;1.700
Ambos Sexos;0819801002;Total;1.531
Ambos Sexos;0819801003;Total;1.295
Ambos Sexos;0819801004;Total;1.682
Ambos Sexos;0819901001;Total;884
Ambos Sexos;0820001001;Total;1.095
Ambos Sexos;0820001002;Total;1.578
Ambos Sexos;0820001003;Total;1.049
Ambos Sexos;0820001004;Total;1.816
Ambos Sexos;0820001005;Total;2.594
Ambos Sexos;0820001006;Total;901
Ambos Sexos;0820001007;Total;1.057
Ambos Sexos;0820002001;Total;2.637
Ambos Sexos;0820002002;Total;1.988
Ambos Sexos;0820002003;Total;1.925
Ambos Sexos;0820002004;Total;1.269
Ambos Sexos;0820002005;Total;1.420
Ambos Sexos;0820002006;Total;1.547
Ambos Sexos;0820002007;Total;1.166
Ambos Sexos;0820002008;Total;1.456
Ambos Sexos;0820002009;Total;1.680
Ambos Sexos;0820002010;Total;2.237
Ambos Sexos;0820002011;Total;1.619
Ambos Sexos;0820002012;Total;2.510
Ambos Sexos;0820002013;Total;1.975
Ambos Sexos;0820002014;Total;1.880
Ambos Sexos;0820002015;Total;1.705
Ambos Sexos;0820002016;Total;1.493
Ambos Sexos;0820002017;Total;1.500
Ambos Sexos;0820002018;Total;1.494
Ambos Sexos;0820002019;Total;806
Ambos Sexos;0820003001;Total;1.847
Ambos Sexos;0820003002;Total;1.849
Ambos Sexos;0820003003;Total;2.103
Ambos Sexos;0820003004;Total;997
Ambos Sexos;0820003005;Total;2.432
Ambos Sexos;0820003006;Total;1.508
Ambos Sexos;0820003007;Total;2.131
Ambos Sexos;0820003008;Total;769
Ambos Sexos;0820003009;Total;1.312
Ambos Sexos;0820004001;Total;2.089
Ambos Sexos;0820004002;Total;2.149
Ambos Sexos;0820004003;Total;1.250
Ambos Sexos;0820004004;Total;1.354
Ambos Sexos;0820004005;Total;1.956
Ambos Sexos;0820004006;Total;2.168
Ambos Sexos;0820004007;Total;2.012
Ambos Sexos;0820004008;Total;1.872
Ambos Sexos;0820004009;Total;1.167
Ambos Sexos;0820005001;Total;2.046
Ambos Sexos;0820005002;Total;1.657
Ambos Sexos;0820005003;Total;1.710
Ambos Sexos;0820006001;Total;2.474
Ambos Sexos;0820006002;Total;1.938
Ambos Sexos;0820006003;Total;1.313
Ambos Sexos;0820101001;Total;580
Ambos Sexos;0820201001;Total;2.039
Ambos Sexos;0820201002;Total;1.042
Ambos Sexos;0820201003;Total;2.133
Ambos Sexos;0820201004;Total;963
Ambos Sexos;0820201005;Total;2.543
Ambos Sexos;0820201006;Total;2.459
Ambos Sexos;0820201007;Total;1.749
Ambos Sexos;0820201008;Total;1.219
Ambos Sexos;0820201009;Total;1.800
Ambos Sexos;0820202001;Total;2.189
Ambos Sexos;0820301001;Total;1.891
Ambos Sexos;0820301002;Total;1.547
Ambos Sexos;0820401001;Total;2.234
Ambos Sexos;0820401002;Total;1.926
Ambos Sexos;0820501001;Total;2.035
Ambos Sexos;0820501002;Total;1.713
Ambos Sexos;0820501003;Total;1.208
Ambos Sexos;0820501004;Total;2.084
Ambos Sexos;0820501005;Total;1.859
Ambos Sexos;0820501006;Total;2.540
Ambos Sexos;0820501007;Total;1.083
Ambos Sexos;0820501008;Total;2.669
Ambos Sexos;0820501009;Total;1.690
Ambos Sexos;0820501010;Total;1.591
Ambos Sexos;0820501011;Total;1.816
Ambos Sexos;0820501012;Total;2.529
Ambos Sexos;0820501013;Total;1.584
Ambos Sexos;0820501014;Total;1.023
Ambos Sexos;0820501015;Total;2.351
Ambos Sexos;0820501016;Total;1.266
Ambos Sexos;0820501017;Total;3.437
Ambos Sexos;0820501018;Total;2.140
Ambos Sexos;0820501019;Total;1.196
Ambos Sexos;0820501020;Total;1.524
Ambos Sexos;0820501021;Total;979
Ambos Sexos;0820501022;Total;1.533
Ambos Sexos;0820501023;Total;1.659
Ambos Sexos;0820502001;Total;1.585
Ambos Sexos;0820502002;Total;2.012
Ambos Sexos;0820502003;Total;1.685
Ambos Sexos;0820502004;Total;1.369
Ambos Sexos;0820502005;Total;1.602
Ambos Sexos;0820502006;Total;1.758
Ambos Sexos;0820502007;Total;1.678
Ambos Sexos;0820502008;Total;1.958
Ambos Sexos;0820502009;Total;1.769
Ambos Sexos;0820502010;Total;2.142
Ambos Sexos;0820502011;Total;1.525
Ambos Sexos;0820502012;Total;1.671
Ambos Sexos;0820503001;Total;1.837
Ambos Sexos;0820503002;Total;2.246
Ambos Sexos;0820503003;Total;2.287
Ambos Sexos;0820503004;Total;2.092
Ambos Sexos;0820504001;Total;1.349
Ambos Sexos;0820504002;Total;1.497
Ambos Sexos;0820504003;Total;1.917
Ambos Sexos;0820505001;Total;1.860
Ambos Sexos;0820505002;Total;1.554
Ambos Sexos;0820505003;Total;2.211
Ambos Sexos;0820505004;Total;2.203
Ambos Sexos;0820505005;Total;1.455
Ambos Sexos;0820505006;Total;2.663
Ambos Sexos;0820505007;Total;2.894
Ambos Sexos;0820505008;Total;1.286
Ambos Sexos;0820506001;Total;1.363
Ambos Sexos;0820601001;Total;1.009
Ambos Sexos;0820701001;Total;2.864
Ambos Sexos;0820801001;Total;1.855
Ambos Sexos;0820801002;Total;2.154
Ambos Sexos;0820801003;Total;1.217
Ambos Sexos;0820801004;Total;1.360
Ambos Sexos;0820801005;Total;1.110
Ambos Sexos;0820901001;Total;2.102
Ambos Sexos;0820901002;Total;1.924
Ambos Sexos;0820901003;Total;2.344
Ambos Sexos;0820901004;Total;2.483
Ambos Sexos;0821001001;Total;1.648
Ambos Sexos;0821001002;Total;1.964
Ambos Sexos;0821002001;Total;1.522
Ambos Sexos;0821002002;Total;1.229
Ambos Sexos;0821101001;Total;1.696
Ambos Sexos;0821101002;Total;1.294
Ambos Sexos;0821101003;Total;1.424
Ambos Sexos;0821101004;Total;2.003
Ambos Sexos;0821101005;Total;2.956
Ambos Sexos;0821101006;Total;754
Ambos Sexos;0821101007;Total;1.531
Ambos Sexos;0821102003;Total;1.422
Ambos Sexos;0821102004;Total;1.534
Ambos Sexos;0821102006;Total;1.415
Ambos Sexos;0821102007;Total;1.144
Ambos Sexos;0821102008;Total;1.570
Ambos Sexos;0821103001;Total;1.652
Ambos Sexos;0821103002;Total;2.132
Ambos Sexos;0821103003;Total;1.782
Ambos Sexos;0821103004;Total;1.939
Ambos Sexos;0821103005;Total;1.677
Ambos Sexos;0821104003;Total;993
Ambos Sexos;0821104006;Total;1.808
Ambos Sexos;0821104007;Total;769
Ambos Sexos;0821104008;Total;856
Ambos Sexos;0821105001;Total;1.061
Ambos Sexos;0821105002;Total;933
Ambos Sexos;0821105003;Total;1.535
Ambos Sexos;0821105004;Total;1.264
Ambos Sexos;0821105005;Total;1.499
Ambos Sexos;0821106004;Total;1.367
Ambos Sexos;0821107001;Total;2.127
Ambos Sexos;0821107002;Total;2.095
Ambos Sexos;0821107003;Total;1.235
Ambos Sexos;0821201001;Total;605
Ambos Sexos;0821301001;Total;1.273
Ambos Sexos;0821301002;Total;1.247
Ambos Sexos;0821301003;Total;2.081
Ambos Sexos;0821301004;Total;988
Ambos Sexos;0821301005;Total;1.409
Ambos Sexos;0821301006;Total;1.839
Ambos Sexos;0821401001;Total;1.380
Ambos Sexos;0821401002;Total;1.017
Ambos Sexos;0821401003;Total;1.550
Ambos Sexos;0821401004;Total;1.398
Ambos Sexos;0821402001;Total;2.293
Ambos Sexos;0821402002;Total;1.434
Ambos Sexos;0821501001;Total;1.201
Ambos Sexos;0821501002;Total;1.173
Ambos Sexos;0821501003;Total;1.166
Ambos Sexos;0821601001;Total;30
Ambos Sexos;0821701001;Total;1.555
Ambos Sexos;0821701002;Total;1.086
Ambos Sexos;0821701003;Total;1.892
Ambos Sexos;0821701004;Total;2.608
Ambos Sexos;0821701005;Total;1.874
Ambos Sexos;0821701006;Total;1.052
Ambos Sexos;0821701007;Total;1.359
Ambos Sexos;0821701008;Total;1.543
Ambos Sexos;0821701009;Total;1.521
Ambos Sexos;0821701010;Total;2.048
Ambos Sexos;0821702002;Total;2.689
Ambos Sexos;0821702003;Total;729
Ambos Sexos;0821702004;Total;1.388
Ambos Sexos;0821703001;Total;1.318
Ambos Sexos;0821703002;Total;1.403
Ambos Sexos;0821703003;Total;869
Ambos Sexos;0821703004;Total;1.677
Ambos Sexos;0821703005;Total;1.180
Ambos Sexos;0821704001;Total;2.843
Ambos Sexos;0821705001;Total;2.543
Ambos Sexos;0821705002;Total;1.090
Ambos Sexos;0821801001;Total;2.272
Ambos Sexos;0821801002;Total;2.157
Ambos Sexos;0821801003;Total;2.323
Ambos Sexos;0821801005;Total;1.818
Ambos Sexos;0821801006;Total;2.428
Ambos Sexos;0821901001;Total;1.127
Ambos Sexos;0821901002;Total;1.854
Ambos Sexos;0821901003;Total;2.270
Ambos Sexos;0821901004;Total;2.155
Ambos Sexos;0821901005;Total;1.302
Ambos Sexos;0821901006;Total;1.352
Ambos Sexos;0821902001;Total;1.279
Ambos Sexos;0821902002;Total;1.290
Ambos Sexos;0821902003;Total;1.333
Ambos Sexos;0821902004;Total;1.283
Ambos Sexos;0821902005;Total;1.205
Ambos Sexos;0821903001;Total;1.382
Ambos Sexos;0821903002;Total;1.066
Ambos Sexos;0821903003;Total;1.155
Ambos Sexos;0821903004;Total;982
Ambos Sexos;0822001001;Total;1.673
Ambos Sexos;0822001002;Total;1.467
Ambos Sexos;0822101001;Total;2.200
Ambos Sexos;0822101002;Total;939
Ambos Sexos;0822101003;Total;2.344
Ambos Sexos;0822101004;Total;1.734
Ambos Sexos;0822101005;Total;2.071
Ambos Sexos;0822101006;Total;2.965
Ambos Sexos;0822101007;Total;1.917
Ambos Sexos;0822101008;Total;1.391
Ambos Sexos;0822101009;Total;3.109
Ambos Sexos;0822201001;Total;2.428
Ambos Sexos;0822301001;Total;2.417
Ambos Sexos;0822401001;Total;1.184
Ambos Sexos;0822501001;Total;114
Ambos Sexos;0822601001;Total;1.228
Ambos Sexos;0822701001;Total;2.180
Ambos Sexos;0822701002;Total;1.081
Ambos Sexos;0822801001;Total;342
Ambos Sexos;0822901001;Total;608
Ambos Sexos;0823001001;Total;2.656
Ambos Sexos;0823001002;Total;1.879
Ambos Sexos;0823001003;Total;1.530
Ambos Sexos;0823001004;Total;1.793
Ambos Sexos;0823001005;Total;991
Ambos Sexos;0823001006;Total;1.592
Ambos Sexos;0823101001;Total;1.712
Ambos Sexos;0823101002;Total;1.527
Ambos Sexos;0823101003;Total;2.095
Ambos Sexos;0823101004;Total;2.055
Ambos Sexos;0823101005;Total;2.369
Ambos Sexos;0823101006;Total;1.912
Ambos Sexos;0823101007;Total;2.032
Ambos Sexos;0823101008;Total;1.586
Ambos Sexos;0823101009;Total;2.675
Ambos Sexos;0823101010;Total;1.768
Ambos Sexos;0823101011;Total;1.302
Ambos Sexos;0823101012;Total;1.576
Ambos Sexos;0823101013;Total;1.745
Ambos Sexos;0823101014;Total;1.262
Ambos Sexos;0823101015;Total;2.008
Ambos Sexos;0823101016;Total;1.477
Ambos Sexos;0823101017;Total;2.010
Ambos Sexos;0823201001;Total;2.380
Ambos Sexos;0823301001;Total;1.029
Ambos Sexos;0823301002;Total;1.441
Ambos Sexos;0823401001;Total;1.198
Ambos Sexos;0823401002;Total;1.390
Ambos Sexos;0823401003;Total;1.956
Ambos Sexos;0823501001;Total;1.605
Ambos Sexos;0823501002;Total;2.382
Ambos Sexos;0823501003;Total;1.441
Ambos Sexos;0823601001;Total;2.317
Ambos Sexos;0823701001;Total;1.328
Ambos Sexos;0823701002;Total;826
Ambos Sexos;0823801001;Total;1.595
Ambos Sexos;0823801002;Total;1.280
Ambos Sexos;0823801003;Total;2.256
Ambos Sexos;0823801004;Total;1.753
Ambos Sexos;0823801005;Total;2.077
Ambos Sexos;0823801006;Total;1.699
Ambos Sexos;0823801007;Total;1.731
Ambos Sexos;0823801008;Total;2.352
Ambos Sexos;0823801009;Total;1.354
Ambos Sexos;0823801010;Total;1.398
Ambos Sexos;0823801011;Total;1.535
Ambos Sexos;0823801012;Total;1.165
Ambos Sexos;0823901001;Total;631
Ambos Sexos;0824001001;Total;1.224
Ambos Sexos;0824001002;Total;2.014
Ambos Sexos;0824001003;Total;1.246
Ambos Sexos;0824001004;Total;1.153
Ambos Sexos;0824002001;Total;1.268
Ambos Sexos;0824002002;Total;2.052
Ambos Sexos;0824002003;Total;1.408
Ambos Sexos;0824002004;Total;2.476
Ambos Sexos;0824101001;Total;76
Ambos Sexos;0824201001;Total;266
Ambos Sexos;0824301001;Total;182
Ambos Sexos;0824401001;Total;2.257
Ambos Sexos;0824401002;Total;780
Ambos Sexos;0824401003;Total;2.741
Ambos Sexos;0824401004;Total;1.741
Ambos Sexos;0824401005;Total;749
Ambos Sexos;0824501001;Total;1.067
Ambos Sexos;0824501002;Total;959
Ambos Sexos;0824501003;Total;1.419
Ambos Sexos;0824501004;Total;901
Ambos Sexos;0824501005;Total;941
Ambos Sexos;0824501006;Total;882
Ambos Sexos;0824501007;Total;1.665
Ambos Sexos;0824501009;Total;1.455
Ambos Sexos;0824501010;Total;1.732
Ambos Sexos;0824501011;Total;1.130
Ambos Sexos;0824501012;Total;856
Ambos Sexos;0824501013;Total;2.003
Ambos Sexos;0824501014;Total;1.078
Ambos Sexos;0824501015;Total;942
Ambos Sexos;0824501016;Total;931
Ambos Sexos;0824501017;Total;1.563
Ambos Sexos;0824501018;Total;1.330
Ambos Sexos;0824501019;Total;1.550
Ambos Sexos;0824502001;Total;968
Ambos Sexos;0824502002;Total;1.548
Ambos Sexos;0824502003;Total;1.729
Ambos Sexos;0824502004;Total;1.386
Ambos Sexos;0824502005;Total;1.387
Ambos Sexos;0824502006;Total;1.278
Ambos Sexos;0824502007;Total;2.092
Ambos Sexos;0824502008;Total;1.533
Ambos Sexos;0824502009;Total;1.258
Ambos Sexos;0824502010;Total;780
Ambos Sexos;0824502011;Total;1.431
Ambos Sexos;0824503001;Total;890
Ambos Sexos;0824503002;Total;718
Ambos Sexos;0824503003;Total;921
Ambos Sexos;0824503004;Total;1.102
Ambos Sexos;0824503005;Total;1.237
Ambos Sexos;0824503006;Total;1.190
Ambos Sexos;0824503007;Total;1.696
Ambos Sexos;0824503008;Total;819
Ambos Sexos;0824503009;Total;1.649
Ambos Sexos;0824503010;Total;685
Ambos Sexos;0824503011;Total;1.180
Ambos Sexos;0824503012;Total;1.609
Ambos Sexos;0824503013;Total;1.601
Ambos Sexos;0824503014;Total;1.215
Ambos Sexos;0824503015;Total;1.331
Ambos Sexos;0824503016;Total;903
Ambos Sexos;0824503017;Total;715
Ambos Sexos;0824504001;Total;1.141
Ambos Sexos;0824504002;Total;1.263
Ambos Sexos;0824504003;Total;1.684
Ambos Sexos;0824504004;Total;1.466
Ambos Sexos;0824504005;Total;1.088
Ambos Sexos;0824504006;Total;1.287
Ambos Sexos;0824504007;Total;1.601
Ambos Sexos;0824504008;Total;1.725
Ambos Sexos;0824504009;Total;1.512
Ambos Sexos;0824504010;Total;1.269
Ambos Sexos;0824504011;Total;1.223
Ambos Sexos;0824504012;Total;1.094
Ambos Sexos;0824504013;Total;1.056
Ambos Sexos;0824504014;Total;1.842
Ambos Sexos;0824504015;Total;1.423
Ambos Sexos;0824504016;Total;1.461
Ambos Sexos;0824505001;Total;1.018
Ambos Sexos;0824505002;Total;1.397
Ambos Sexos;0824505003;Total;1.126
Ambos Sexos;0824505004;Total;866
Ambos Sexos;0824505005;Total;1.353
Ambos Sexos;0824505006;Total;1.263
Ambos Sexos;0824505007;Total;1.119
Ambos Sexos;0824505008;Total;994
Ambos Sexos;0824505009;Total;1.273
Ambos Sexos;0824505011;Total;2.516
Ambos Sexos;0824505012;Total;1.580
Ambos Sexos;0824505013;Total;2.417
Ambos Sexos;0824505014;Total;1.615
Ambos Sexos;0824505015;Total;1.586
Ambos Sexos;0824505016;Total;1.257
Ambos Sexos;0824505018;Total;1.324
Ambos Sexos;0824505019;Total;1.358
Ambos Sexos;0824506002;Total;1.162
Ambos Sexos;0824506003;Total;2.136
Ambos Sexos;0824506004;Total;917
Ambos Sexos;0824506005;Total;1.218
Ambos Sexos;0824506008;Total;2.899
Ambos Sexos;0824506009;Total;1.848
Ambos Sexos;0824506011;Total;1.942
Ambos Sexos;0824506012;Total;2.210
Ambos Sexos;0824506014;Total;2.659
Ambos Sexos;0824601001;Total;2.278
Ambos Sexos;0824701001;Total;1.383
Ambos Sexos;0824801001;Total;3.755
Ambos Sexos;0824801002;Total;3.671
Ambos Sexos;0824901001;Total;367
Ambos Sexos;0825001001;Total;850
Ambos Sexos;0825001002;Total;2.205
Ambos Sexos;0825001003;Total;1.225
Ambos Sexos;0825001004;Total;850
Ambos Sexos;0825001005;Total;2.735
Ambos Sexos;0825001006;Total;1.458
Ambos Sexos;0825001007;Total;902
Ambos Sexos;0825101001;Total;1.175
Ambos Sexos;0825101002;Total;1.644
Ambos Sexos;0825101003;Total;2.808
Ambos Sexos;0825101004;Total;2.049
Ambos Sexos;0825201001;Total;2.611
Ambos Sexos;0825201002;Total;1.227
Ambos Sexos;0825201003;Total;1.351
Ambos Sexos;0825201004;Total;1.456
Ambos Sexos;0825201005;Total;1.473
Ambos Sexos;0825201006;Total;1.105
Ambos Sexos;0825201007;Total;898
Ambos Sexos;0825201008;Total;1.235
Ambos Sexos;0825201009;Total;861
Ambos Sexos;0825201010;Total;1.393
Ambos Sexos;0825201011;Total;1.650
Ambos Sexos;0825201018;Total;1.078
Ambos Sexos;0825201019;Total;1.481
Ambos Sexos;0825201020;Total;1.086
Ambos Sexos;0825201021;Total;1.321
Ambos Sexos;0825201022;Total;2.024
Ambos Sexos;0825201023;Total;777
Ambos Sexos;0825201024;Total;973
Ambos Sexos;0825201025;Total;1.084
Ambos Sexos;0825201026;Total;2.273
Ambos Sexos;0825201027;Total;2.485
Ambos Sexos;0825201028;Total;1.798
Ambos Sexos;0825201029;Total;1.694
Ambos Sexos;0825301001;Total;161
Ambos Sexos;0825401001;Total;2.186
Ambos Sexos;0825501001;Total;184
Ambos Sexos;0825601001;Total;890
Ambos Sexos;0825701001;Total;119
Ambos Sexos;0825801001;Total;1.024
Ambos Sexos;0825901001;Total;3.166
Ambos Sexos;0825901002;Total;2.299
Ambos Sexos;0825901003;Total;2.405
Ambos Sexos;0825901004;Total;1.760
Ambos Sexos;0826001001;Total;1.711
Ambos Sexos;0826001002;Total;1.298
Ambos Sexos;0826001003;Total;2.300
Ambos Sexos;0826001004;Total;2.247
Ambos Sexos;0826001005;Total;1.670
Ambos Sexos;0826001006;Total;1.009
Ambos Sexos;0826001007;Total;1.272
Ambos Sexos;0826001008;Total;1.795
Ambos Sexos;0826001009;Total;2.482
Ambos Sexos;0826001010;Total;1.050
Ambos Sexos;0826001011;Total;1.183
Ambos Sexos;0826001012;Total;2.215
Ambos Sexos;0826001013;Total;1.181
Ambos Sexos;0826001014;Total;1.021
Ambos Sexos;0826001015;Total;1.524
Ambos Sexos;0826001016;Total;2.041
Ambos Sexos;0826101001;Total;2.006
Ambos Sexos;0826101002;Total;1.542
Ambos Sexos;0826201001;Total;1.757
Ambos Sexos;0826201002;Total;1.817
Ambos Sexos;0826201003;Total;2.117
Ambos Sexos;0826202001;Total;2.629
Ambos Sexos;0826202002;Total;1.447
Ambos Sexos;0826301001;Total;814
Ambos Sexos;0826301002;Total;1.896
Ambos Sexos;0826301003;Total;1.367
Ambos Sexos;0826301004;Total;1.874
Ambos Sexos;0826301005;Total;1.582
Ambos Sexos;0826301006;Total;889
Ambos Sexos;0826301007;Total;1.797
Ambos Sexos;0826301008;Total;1.053
Ambos Sexos;0826301009;Total;714
Ambos Sexos;0826301010;Total;1.203
Ambos Sexos;0826301011;Total;1.429
Ambos Sexos;0826301012;Total;870
Ambos Sexos;0826302001;Total;723
Ambos Sexos;0826302002;Total;2.055
Ambos Sexos;0826302003;Total;1.378
Ambos Sexos;0826303001;Total;1.932
Ambos Sexos;0826303002;Total;1.896
Ambos Sexos;0826304001;Total;1.826
Ambos Sexos;0826304002;Total;1.771
Ambos Sexos;0826304003;Total;1.199
Ambos Sexos;0826401001;Total;2.413
Ambos Sexos;0826401002;Total;1.564
Ambos Sexos;0826401003;Total;1.017
Ambos Sexos;0826401004;Total;1.458
Ambos Sexos;0826501001;Total;2.058
Ambos Sexos;0826601001;Total;2.481
Ambos Sexos;0826601002;Total;2.259
Ambos Sexos;0826601003;Total;1.705
Ambos Sexos;0826601004;Total;1.653
Ambos Sexos;0826601005;Total;1.053
Ambos Sexos;0826601006;Total;1.762
Ambos Sexos;0826601007;Total;798
Ambos Sexos;0826601008;Total;1.679
Ambos Sexos;0826601009;Total;1.739
Ambos Sexos;0826601010;Total;2.144
Ambos Sexos;0826601011;Total;1.747
Ambos Sexos;0826601012;Total;2.541
Ambos Sexos;0826601013;Total;1.094
Ambos Sexos;0826601014;Total;1.941
Ambos Sexos;0826601015;Total;1.844
Ambos Sexos;0826601016;Total;1.540
Ambos Sexos;0826601017;Total;2.144
Ambos Sexos;0826601018;Total;1.594
Ambos Sexos;0826601019;Total;2.180
Ambos Sexos;0826601020;Total;1.396
Ambos Sexos;0826601027;Total;1.812
Ambos Sexos;0826601028;Total;1.718
Ambos Sexos;0826601029;Total;1.948
Ambos Sexos;0826601030;Total;2.436
Ambos Sexos;0826601031;Total;1.029
Ambos Sexos;0826601032;Total;879
Ambos Sexos;0826601033;Total;1.431
Ambos Sexos;0826601034;Total;1.847
Ambos Sexos;0826601035;Total;2.200
Ambos Sexos;0826601036;Total;1.454
Ambos Sexos;0826601037;Total;1.423
Ambos Sexos;0826601038;Total;1.772
Ambos Sexos;0826601039;Total;1.070
Ambos Sexos;0826601040;Total;1.542
Ambos Sexos;0826701001;Total;1.591
Ambos Sexos;0826701002;Total;2.179
Ambos Sexos;0826701003;Total;1.738
Ambos Sexos;0826701004;Total;2.256
Ambos Sexos;0826701005;Total;1.471
Ambos Sexos;0826801001;Total;523
Ambos Sexos;0826801002;Total;627
Ambos Sexos;0826901001;Total;2.220
Ambos Sexos;0826901002;Total;1.324
Ambos Sexos;0827001001;Total;1.563
Ambos Sexos;0827001002;Total;1.848
Ambos Sexos;0827001003;Total;3.821
Ambos Sexos;0827001004;Total;2.858
Ambos Sexos;0827001005;Total;1.011
Ambos Sexos;0827002001;Total;2.230
Ambos Sexos;0827002002;Total;1.463
Ambos Sexos;0827002003;Total;1.868
Ambos Sexos;0827002004;Total;1.738
Ambos Sexos;0827002005;Total;1.344
Ambos Sexos;0827002006;Total;1.701
Ambos Sexos;0827002007;Total;1.232
Ambos Sexos;0827002009;Total;2.648
Ambos Sexos;0827002010;Total;2.174
Ambos Sexos;0827002011;Total;2.054
Ambos Sexos;0827101001;Total;78
Ambos Sexos;0827201001;Total;212
Ambos Sexos;0827301001;Total;840
Ambos Sexos;0827301002;Total;1.437
Ambos Sexos;0827301003;Total;827
Ambos Sexos;0827401001;Total;2.043
Ambos Sexos;0827401002;Total;986
Ambos Sexos;0827401004;Total;1.832
Ambos Sexos;0827401005;Total;1.087
Ambos Sexos;0827501001;Total;322
Ambos Sexos;0827601001;Total;318
Ambos Sexos;0827701001;Total;209
Ambos Sexos;0827801001;Total;1.874
Ambos Sexos;0827801002;Total;1.696
Ambos Sexos;0827801003;Total;1.217
Ambos Sexos;0827801004;Total;1.853
Ambos Sexos;0827901001;Total;1.372
Ambos Sexos;0827901002;Total;1.482
Ambos Sexos;0827901004;Total;2.062
Ambos Sexos;0827901005;Total;1.354
Ambos Sexos;0827901006;Total;1.574
Ambos Sexos;0827901007;Total;1.836
Ambos Sexos;0827901008;Total;2.695
Ambos Sexos;0827901009;Total;1.453
Ambos Sexos;0827901010;Total;1.286
Ambos Sexos;0827901011;Total;1.316
Ambos Sexos;0827901012;Total;1.535
Ambos Sexos;0827901013;Total;979
Ambos Sexos;0827901014;Total;2.317
Ambos Sexos;0827901015;Total;1.373
Ambos Sexos;0827901016;Total;2.369
Ambos Sexos;0827901017;Total;2.138
Ambos Sexos;0827901018;Total;610
Ambos Sexos;0827901019;Total;1.627
Ambos Sexos;0827901020;Total;1.400
Ambos Sexos;0827901021;Total;1.493
Ambos Sexos;0827901022;Total;1.939
Ambos Sexos;0827901023;Total;1.318
Ambos Sexos;0827901024;Total;833
Ambos Sexos;0827902001;Total;1.952
Ambos Sexos;0827902002;Total;1.471
Ambos Sexos;0827902003;Total;1.812
Ambos Sexos;0827902004;Total;1.617
Ambos Sexos;0827902005;Total;1.390
Ambos Sexos;0827902006;Total;1.240
Ambos Sexos;0827902008;Total;1.262
Ambos Sexos;0827902009;Total;1.923
Ambos Sexos;0827902011;Total;1.310
Ambos Sexos;0827902012;Total;1.634
Ambos Sexos;0827902014;Total;2.162
Ambos Sexos;0827902015;Total;825
Ambos Sexos;0827902016;Total;2.427
Ambos Sexos;0827902017;Total;2.184
Ambos Sexos;0827903001;Total;1.834
Ambos Sexos;0827903002;Total;1.543
Ambos Sexos;0827903003;Total;1.765
Ambos Sexos;0827903004;Total;1.386
Ambos Sexos;0827903005;Total;2.595
Ambos Sexos;0827903006;Total;2.213
Ambos Sexos;0827903007;Total;2.293
Ambos Sexos;0827903008;Total;1.998
Ambos Sexos;0827903014;Total;1.831
Ambos Sexos;0827903015;Total;1.288
Ambos Sexos;0827903016;Total;1.216
Ambos Sexos;0827903017;Total;1.264
Ambos Sexos;0827903018;Total;1.133
Ambos Sexos;0827903019;Total;1.579
Ambos Sexos;0827903020;Total;1.798
Ambos Sexos;0827904001;Total;1.459
Ambos Sexos;0827904002;Total;1.573
Ambos Sexos;0827904003;Total;1.712
Ambos Sexos;0827904004;Total;1.545
Ambos Sexos;0827904005;Total;1.740
Ambos Sexos;0827904006;Total;2.210
Ambos Sexos;0827904007;Total;2.605
Ambos Sexos;0827904008;Total;1.352
Ambos Sexos;0827904009;Total;1.078
Ambos Sexos;0827904010;Total;1.438
Ambos Sexos;0827904012;Total;1.410
Ambos Sexos;0827904013;Total;1.595
Ambos Sexos;0827904014;Total;1.374
Ambos Sexos;0827904015;Total;1.250
Ambos Sexos;0827904016;Total;1.278
Ambos Sexos;0827904017;Total;1.492
Ambos Sexos;0827904018;Total;2.721
Ambos Sexos;0827904019;Total;1.305
Ambos Sexos;0827904020;Total;924
Ambos Sexos;0827904021;Total;1.291
Ambos Sexos;0827904022;Total;2.265
Ambos Sexos;0827904023;Total;2.224
Ambos Sexos;0827904024;Total;2.204
Ambos Sexos;0827904025;Total;1.194
Ambos Sexos;0827904026;Total;1.484
Ambos Sexos;0827905001;Total;2.022
Ambos Sexos;0827905002;Total;1.364
Ambos Sexos;0827905003;Total;2.055
Ambos Sexos;0827905004;Total;1.698
Ambos Sexos;0827905005;Total;995
Ambos Sexos;0827905006;Total;2.079
Ambos Sexos;0827905007;Total;1.163
Ambos Sexos;0827905008;Total;1.879
Ambos Sexos;0827905009;Total;1.714
Ambos Sexos;0827905010;Total;2.022
Ambos Sexos;0827905011;Total;1.876
Ambos Sexos;0827905012;Total;750
Ambos Sexos;0827905013;Total;1.680
Ambos Sexos;0827905014;Total;2.240
Ambos Sexos;0827905015;Total;2.093
Ambos Sexos;0827905016;Total;2.681
Ambos Sexos;0827905017;Total;1.911
Ambos Sexos;0827905018;Total;1.208
Ambos Sexos;0827905019;Total;1.366
Ambos Sexos;0827905020;Total;1.590
